	filename	sentence_nr	sentence	matches	sentence_density	paragraph_density
457448	Sade_Infortunes	21	Un air de vierge, de grands yeux bleus pleins d'intérêt, une peau éblouissante, une taille fine et légère, un son de voix touchant, des dents d'ivoire et de beaux cheveux blonds, telle est l'esquisse de cette cadette charmante dont les grâces naïves et les traits délicieux sont d'une touche trop fine et trop délicate pour ne pas échapper au pinceau qui voudrait les réaliser.	16	0.235294117647059	0.056892778993436
101347	Diderot_Neveu	2154	il a le pied droit en avant, le gauche en arrière, le dos courbé, la tête relevée, le regard comme attaché sur d'autres yeux, la bouche béante, les bras portés vers quelque objet ;	8	0.235294117647059	0.08125
136150	Florian_Estelle	2265	Némorin, pénétré de crainte, demeure à genoux sur cette tombe, la bouche ouverte et les bras tendus.	4	0.235294117647059	0.181818181818182
134094	Florian_Estelle	209	Combien de grands hommes, sortis de ton sein, ont rendu ton nom célèbre chez les nations étrangères!	4	0.235294117647059	0.04601226993865
358452	Retif_AntiJustine	3330	céleste fouterie, me dit-il, si le mérite de ton con était connu, il ferait ta fortune !	4	0.235294117647059	0.031088082901554
209384	Lagrave_Zabeth	3726	La vieille reprit d'un ton dur: Madame de Saint-Silvain est bien loin, si elle court toujours.	4	0.235294117647059	0.037914691943128
131373	Dulaurens_Imirce	3953	en appliquant la main au menton, pressant plus fortement sur le nez, et remontant jusqu'au front.	4	0.235294117647059	0.081481481481482
144393	Genlis_Adele	4826	Je ne te presserai plus contre ce sein... ce sein déchiré qui reçut ton dernier soupir! ...	4	0.235294117647059	0.031578947368421
155741	Genlis_Chevaliers	3705	elle a les cheveux moins noirs, un regard et un son de voix tout à fait différents;	4	0.235294117647059	0.030716723549488
421878	Rousseau_Julie	2526	Ton regard timide, et tes yeux baissés, dont les éclairs inattendus me jetaient dans un trouble inévitable.	4	0.235294117647059	0.062780269058296
355150	Retif_AntiJustine	28	je lui touchai le pied, les cuisses, un con imberbe et joli s'il en fut jamais !	4	0.235294117647059	0.069958847736626
88280	Crebillon_Conte	6012	Le cheveu châtain, la peau de satin, le tein, la main, le sein, tout en est divin!	4	0.235294117647059	0.092485549132948
203568	Lagrave_Sophie	2169	elle me repoussa d'une main froide et tremblante, et me dit d'une voix faible: Chevalier!	4	0.235294117647059	0.063451776649746
235783	Lesuire_Crime	1021	Tu te ruines, mon bon ami, tu perds ta santé, ta fortune, ton honneur et ta probité.	4	0.235294117647059	0.068965517241379
298717	Mercier_An	2597	Son cou, ses bras, sa gorge étaient couverts de perles de diamants : ses yeux étaient vifs brillant ;	4	0.235294117647059	0.070454545454546
305574	Mirabeau_Conversion	1162	Représentez-vous, mon ami, une tête, un cou, un corps et un cul tout d'une pièce ;	4	0.235294117647059	0.045346062052506
309170	Mirabeau_Rideau	1711	dans un demi-désordre, le teint brillant, les yeux pleins de feu, me paraissait beau comme le jour.	4	0.235294117647059	0.052295918367347
468180	Sade_Philosophie	3273	Voulez-vous bien me permettre, madame, de mordre et pincer vos belles chairs pendant que je fous ?	4	0.235294117647059	0.067567567567568
477163	Segur_Correspondance	8443	-lui que cette dame est toujours plus belle: elle a conservé un beau teint, une belle gorge.	4	0.235294117647059	0.039370078740158
464028	Sade_Justine	4673	ton air modeste et doux lui plaît infiniment, il aime ta candeur, et ta vertu l'enchante.	4	0.235294117647059	0.038888888888889
304444	Mirabeau_Conversion	32	ses bras sont un peu longs, mais ils sont flexibles : on pourrait souhaiter une jambe plus régulière ;	4	0.235294117647059	0.07035175879397
462798	Sade_Justine	3443	mais mes bras variant, et ma tête flottant sur mes épaules, mon visage fut inondé de sang.	4	0.235294117647059	0.045977011494253
305748	Mirabeau_Conversion	1336	la bouche mignonne et bordée de roses, des dents d'ivoire qu'un sourire enchanteur laisse admirer...	4	0.235294117647059	0.089041095890411
459332	Sade_Infortunes	1905	La foudre était entrée par le sein droit, elle avait brûlé la poitrine, et était ressortie par sa bouche, en défigurant tellement son visage qu'elle faisait horreur à regarder.	7	0.233333333333333	0.086538461538462
128266	Dulaurens_Imirce	846	Ta belle cave se gâte je ne vois plus ton soleil ta cave ne dure pas comme la nôtre est-ce que la puanteur se mêle aussi de ton monde?	7	0.233333333333333	0.05087440381558
376676	Reveroni_Pauliska	2920	Paolo sortit et ramena bientôt un grand Frère de la Charité, sec, vêtu de noir, au teint verdâtre, ayant des bras et sur-tout des doigts décharnés d'une longueur extraordinaire.	7	0.233333333333333	0.097087378640777
134463	Florian_Estelle	578	Ses vêtements étaient en désordre, ses cheveux tombaient sur son front, une pâleur mortelle couvrait son visage, ses joues flétries étaient sillonnées de larmes, ses yeux éteints regardaient la terre.	7	0.233333333333333	0.111111111111111
204849	Lagrave_Sophie	3450	M. Darcy, à ces mots, lui serra la main avec une douce satisfaction.	3	0.230769230769231	0.033112582781457
147249	Genlis_Adele	7682	remarquez ce gros chignon flottant sur les épaules, ces énormes boucles tombant sur la gorge et cachant le cou, cette corbeille de fleurs dans la tête.	6	0.230769230769231	0.040697674418605
55125	Berquin_Enfants	3603	La tête de tous les petits enfants est comme celle de ton frère.	3	0.230769230769231	0.1875
358512	Retif_AntiJustine	3390	Tu seras foutue en con, en cul, en bouche, et tu seras heureuse...	3	0.230769230769231	0.065693430656934
403758	Rousseau_Emile	4418	de figure qui sont entre les animaux, les plantes, les corps naturels, etamp;	3	0.230769230769231	0.030075187969925
301874	Mercier_Jezennemours	1976	je suis plus riche que ceux qui font grande figure dans le monde;	3	0.230769230769231	0.031959953792838
203564	Lagrave_Sophie	2165	... j'osai jeter mes bras autour de cette taille divine, la serrer contre mon cœur, et prendre sur ses lèvres de rose le plus délicieux baiser ....	6	0.230769230769231	0.063451776649746
202840	Lagrave_Sophie	1441	Je lui dis, d'une voix faible et tremblante, combien j'étais heureux ....	3	0.230769230769231	0.043165467625899
108060	Diderot_Supplement	531	j'écrirai ton nom sur mon bras et sur celui de ton fils ;	3	0.230769230769231	0.040485829959514
359248	Retif_AntiJustine	4126	Il n'était pas si mignon, mais il avait une superbe perruque noire.	3	0.230769230769231	0.035433070866142
296515	Mercier_An	395	Celles-ci, vastes et naturelles, n'ont pas jeté dans de grands frais.	3	0.230769230769231	0.04424778761062
404258	Rousseau_Emile	4918	Tu frémis tu n'oses sentir palpiter sous ta dent une chair vivante	3	0.230769230769231	0.061135371179039
300098	Mercier_Jezennemours	200	La gaieté brillait sur leur front, le sourire résidait constamment sur leurs lèvres;	3	0.230769230769231	0.035684647302905
197524	Laclos_Liaisons	5411	le joli corps était appuyé sur mon bras, et nous étions extrêmement rapprochés.	3	0.230769230769231	0.077464788732394
426868	Rousseau_Julie	7516	…ces yeux si doux éteins par les horreurs de la mort!…	3	0.230769230769231	0.054852320675106
186025	LaPlace_Collection	745	Elle s'avança, les yeux baissés, et avec le maintien le plus timide.	3	0.230769230769231	0.090909090909091
16054	Arnaud_Sentiment	411	Il lui tend les bras, prend ses mains, les mouille de ses larmes.	3	0.230769230769231	0.230769230769231
306669	Mirabeau_Conversion	2257	La petite Messaline s'étendait tout de son long, les jambes bien ouvertes ;	3	0.230769230769231	0.133333333333333
128865	Dulaurens_Imirce	1445	-tu point ce petit coin de ta cave appelé le royaume de France?	3	0.230769230769231	0.051546391752577
438352	Sade_120	582	Durcet, financier, 53 ans, grand aussi et camarade d'école du duc, il est petit, court et trapu, mais son corps est frais, beau et blanc	6	0.230769230769231	0.052941176470588
371158	Retif_Paysanne	10558	cette fille noble, riche, belle, honorée, fêtée, vertueuse, il y a six mois ;	3	0.230769230769231	0.044444444444445
304897	Mirabeau_Conversion	485	Ses deux jambes sont passées par-dessus mes épaules, d'un bras vigoureux	3	0.230769230769231	0.077294685990338
130821	Dulaurens_Imirce	3401	si ton corps plat, cette longue et impertinente surface, a du plaisir lorsque tu caresses la coquine qui m'a soufflé au derrière, à qui dois	6	0.230769230769231	0.053879310344828
491971	Tiphaigne_Galligenes	3182	Il n'acheva pas: tout son corps tressaillit, son front se rida, etamp;	3	0.230769230769231	0.031413612565445
131250	Dulaurens_Imirce	3830	la momie lui remplit la face, et sa grosse gorge de matière louable.	3	0.230769230769231	0.030249110320285
3852	Anonyme_Etourdi	1973	à avoir une grande quantité de grands et beaux laquais, des magnifiques meubles ;	3	0.230769230769231	0.061855670103093
379102	Riccoboni_LettreJuliette	133	Elle a le plus joli petit visage qu' il soit possible de voir;	3	0.230769230769231	0.0625
497349	Voltaire_Princesse	59	Ses sourcils noirs et ses longs cheveux blonds, mélange de beautés inconnu à Babylone, charmèrent l'assemblée : tout l'amphithéâtre se leva pour le mieux regarder ;	6	0.230769230769231	0.061594202898551
357639	Retif_AntiJustine	2517	Con satiné de mon vit, m'écriai-je, que tu es délicieux !...	3	0.230769230769231	0.07
255268	Loaisel_Comtesse	668	ses bras sont devenus une forte chaîne qui presse le sein du vieillard.	3	0.230769230769231	0.032448377581121
75702	Cottin_Claire	1969	des larmes rares et amères mouillent mes yeux et ne me soulagent pas.	3	0.230769230769231	0.036170212765958
53360	Berquin_Enfants	1838	il se mit à le ronger à belles dents, comme un petit chien.	3	0.230769230769231	0.034257748776509
48875	Bernardin_Paul	602	Le noir du bois d'ébène dure des siècles exposé à l'air ;	3	0.230769230769231	0.03405017921147
355351	Retif_AntiJustine	229	» Elle me pressa contre son beau sein, en me disant tout bas :	3	0.230769230769231	0.047058823529412
464660	Sade_Justine	5305	on fixe mes quatre membres à terre dans le plus grand écart possible ;	3	0.230769230769231	0.074866310160428
311446	Morelly_Naufrage	600	A ces délicieux accent, l'amant vole dans les bras de son amante;	3	0.230769230769231	0.036713286713287
74962	Cottin_Claire	1229	J'ai pressé les mains de M. d'Albe sur mon front : «	3	0.230769230769231	0.032348804500703
329535	Nerciat_Etourdi	1973	à avoir une grande quantité de grands et beaux laquais, des magnifiques meubles ;	3	0.230769230769231	0.061855670103093
239430	Lesuire_Crime	4668	Levrette est charmante par sa jolie petite figure, adorable par son âme unique;	3	0.230769230769231	0.038461538461539
319907	Nerciat_Aphrodites	2483	--C'est le portrait fort ressemblant de ta Déesse avant sa petite vérole.	3	0.230769230769231	0.230769230769231
257635	Loaisel_Lucile	1057	ses bras sont devenus une forte chaîne qui presse le sein du vieillard.	3	0.230769230769231	0.108695652173913
341417	Prevost_Manon	2264	Mais je vis un joli petit visage qui n'était pas le sien.	3	0.230769230769231	0.038095238095238
57595	Cazotte_Diable	611	Biondetta, en grande livrée, était derrière mon siège, attentive à prévenir mes besoins.	3	0.230769230769231	0.063829787234043
334770	Nerciat_Felicia	4777	la culotte de velours noir et des bas de soie couleur de chair ;	3	0.230769230769231	0.084415584415585
56478	Berquin_Enfants	4956	va pincer un doigt à Dorothée, lorsqu'elle étend ses mains en avant.	3	0.230769230769231	0.130434782608696
255576	Loaisel_Comtesse	976	ton âme est fausse, “mais ton visage est le siège des enchantement;	3	0.230769230769231	0.033333333333333
278715	Marmontel_Contes	645	le noir de l' ébène, et sa peau, la blancheur de l' ivoire	3	0.230769230769231	0.032258064516129
498796	Voltaire_Princesse	1506	une multitude de gens à pied suivait en cheveux gras et en silence.	3	0.230769230769231	0.070588235294118
471486	Segur_Correspondance	2766	On est fort alerte ici sur le grand événement du siège de Namur;	3	0.230769230769231	0.033557046979866
469512	Segur_Correspondance	792	Ils se sont envoyé, pendant cette courte absence, des présent riches et galants.	3	0.230769230769231	0.043010752688172
356003	Retif_AntiJustine	881	ainsi percée, mon gros vit pénétrera cette nuit au fond de ton con.	3	0.230769230769231	0.039473684210526
213144	Leonard_Lettres	985	Ses regards sombres sortaient sous une forêt de sourcils d'une manière effrayante.	3	0.230769230769231	0.060240963855422
75972	Cottin_Claire	2239	ton approche le fait frémir, et ta vue est son plus grand supplice ;	3	0.230769230769231	0.043448744059742
304894	Mirabeau_Conversion	482	je lui en prêterais au besoin... Des bras longs et décharnés, des cuisses grêles et desséchées, une motte abattue, un c.. flétri, et dont l'ambre qui le parfume, à peine affaiblit l'odeur naturelle...	8	0.228571428571429	0.077294685990338
159445	Genlis_Chevaliers	7409	j'ai senti ses larmes brûlantes tomber sur mon visage... c'était sa main tremblante que je pressais contre mon sein! ...	5	0.227272727272727	0.051554207733131
140425	Genlis_Adele	858	ses joues étaient colorées d'un rouge éclatant, et la joie la plus vive et la plus pure étinceloit dans ses yeux.	5	0.227272727272727	0.034324942791762
329975	Nerciat_Etourdi	2413	Ses yeux où l'esprit étincelle, Son front où règne la pudeur, Et sa gorge dont la fraîcheur Égale la rose nouvelle.	5	0.227272727272727	0.227272727272727
23694	Arnaud_Sentiment	8051	Deux grands yeux noirs et pleins d'une langueur intéressante, épargnoient en quelque sorte à sa bouche le soin de s'exprimer.	5	0.227272727272727	0.034334763948498
4292	Anonyme_Etourdi	2413	Ses yeux où l'esprit étincelle, Son front où règne la pudeur, Et sa gorge dont la fraîcheur Égale la rose nouvelle.	5	0.227272727272727	0.227272727272727
71788	Constant_Laure2	194	de Miolan, qui n'est plus jeune, est un peu grosse, blonde, point jolie, un visage rond, un peu rouge et bouffi;	5	0.227272727272727	0.036175710594315
4704	Anonyme_Zoloe	406	Ces deux grivois lançaient sur les pâtés superbes et les autres provisions que portaient des plats magnifiques, un regard fixe d'avidité ;	5	0.227272727272727	0.042830540037244
308338	Mirabeau_Rideau	879	et, soutenant ma jambe de son genou relevé, il me branlait, en enfonçant de temps en temps le doigt dans mon con.	5	0.227272727272727	0.076470588235294
105834	Diderot_Religieuse	4340	mais quand il y pense, son front se ride, ses sourcils se froncent, ses yeux se baissent, et son maintien devient austère.	5	0.227272727272727	0.060869565217391
442138	Sade_120	4368	Elle est fixée par le croupion sur un pieu de fer brûlant et chacun de ses membres contourné dans une dislocation épouvantable.	5	0.227272727272727	0.047458085451596
437953	Sade_120	183	Son visage était un peu long, ses traits extraordinairement nobles, plus de majesté que de gentillesse et plus de grandeur que finesse, ses yeux étaient grands, noirs, et pleins de feu	7	0.225806451612903	0.058554138043834
360463	Retif_AntiJustine	5341	J'avais aussi ton grand bonnet battant -/l'œil/, qui me va si bien , à cause de mes grands yeux noirs , la robe , la jupe blanches sur fond rose , comme toi .	7	0.225806451612903	0.225806451612903
464553	Sade_Justine	5198	le cadet avait des traits plus efféminés, les plus beaux cheveux châtains et de très grands yeux noirs ;	4	0.222222222222222	0.071661237785016
431228	Rousseau_Julie	11876	Quand nous fûmes rentrés j’appercus à la lumière qu’elle avait les yeux rouges et fort gonflés;	4	0.222222222222222	0.047619047619048
215977	Leonard_Lettres	3818	vous me faites boire un calice bien amer! un tendre coloris se répandit sur ses joues pâles éteintes;	4	0.222222222222222	0.048275862068966
477627	Segur_Correspondance	8907	mes lèvres ne sont pas pâles: en un mot, c'est une vilaine chose qu'un corps maigre.	4	0.222222222222222	0.048611111111111
21164	Arnaud_Sentiment	5521	des cheveux d'une couleur agréable relevaient la blancheur de sa peau, et en tombant négligemment sur ses épaules, faisaient admirer davantage sa taille élégante et majestueuse;	6	0.222222222222222	0.031784841075795
149288	Genlis_Adele	9721	je fus frappé de sa figure, ses cheveux noirs, rabattus sur son front, cachaient la moitié de son visage, mais ils laissaient voir deux grands yeux! ...	6	0.222222222222222	0.033726812816189
208963	Lagrave_Zabeth	3305	Le style tendre et naïf finit par lui paraître fade, auprès du ton agréable et léger de lady.	4	0.222222222222222	0.040909090909091
256933	Loaisel_Lucile	355	adresser les paroles les plus tendres, couvrir de baisers, couvrir de pleurs, son sein qui palpite, ses mains entre'ouvertes, qui cherchent encore de douces étreintes, et ses cheveux blancs confusément épars sur son front abbattu.	8	0.222222222222222	0.222222222222222
330663	Nerciat_Felicia	670	une taille haute, svelte, pleine de grâces, et que faisait briller un petit uniforme d'officier aux gardes ;	4	0.222222222222222	0.058158319870759
245705	Lesuire_Crime	10943	En effet, j'avais déjà reçu quelques petits coups sur l'épaule derrière la tête, sans pouvoir apercevoir la main qui m'avait fait ces petits présens.	6	0.222222222222222	0.076923076923077
356996	Retif_AntiJustine	1874	Et je grinçais des dents, lui tenant toujours le poil du con, ce poil soyeux qui lui formait une longue et superbe perruque à la Louis XIV.	6	0.222222222222222	0.110091743119266
305792	Mirabeau_Conversion	1380	ses yeux à demi-clos, ses longues paupières abattues, le gonflement, la palpitation d'un sein d'albâtre que couvrait encore un voile opportun, tout semblait m'enhardir...	6	0.222222222222222	0.043405676126878
244178	Lesuire_Crime	9416	Ce visage est si délicat, si transparent, si céleste, qu'il laisse voir son âme presqu'à découvert.	4	0.222222222222222	0.162162162162162
464204	Sade_Justine	4849	Ses mains sèches et dures étaient terminées par des doigts dont la force était celle d'un étau ;	4	0.222222222222222	0.103585657370518
299354	Mercier_An	3234	l'avarice pâle, inquiète, sillonnant les déserts de l'océan, peuplant de cadavres le vaste fond des mers ;	4	0.222222222222222	0.031128404669261
172111	Gorjy_Voyage	844	Si „vous le voyiez, le dimanche, en „habit noir, avec ses grands, grands „cheveux naîssans!	4	0.222222222222222	0.042372881355932
20766	Arnaud_Sentiment	5123	il relève la tête, et prononce ces mots d'un ton ténébreux: il ne serait point mon fils!	4	0.222222222222222	0.056701030927835
441998	Sade_120	4228	on casse un bras à Marie, on lui arrache les ongles des doigts et on les lui brûle.	4	0.222222222222222	0.047458085451596
128620	Dulaurens_Imirce	1200	Il avait un long vêtement noir, un chiffon de linge autour du col, une grande emplâtre noire sur la tête, sans doute il était blessé au crâne.	6	0.222222222222222	0.036057692307692
129278	Dulaurens_Imirce	1858	Chez toi, une fille un peu maigre, un petit nez retroussé, sont ce que tu appelles un miracle ;	4	0.222222222222222	0.116071428571429
161149	Genlis_Chevaliers	9113	tu me vis partir avec la stupide confiance de la férocité... je reparus à tes yeux, pâle, enanglanté;	4	0.222222222222222	0.043529411764706
466496	Sade_Philosophie	1589	Et ce beau vit, comme il se gonfle... comme sa tête majestueuse s'enfle et devient vermeille DOLMANCÉ :	4	0.222222222222222	0.0625
205632	Lagrave_Sophie	4233	ses beaux yeux ne peuvent se détacher de mou ses regards attendris viennent se confondre avec les miens;	4	0.222222222222222	0.0875
377130	Reveroni_Pauliska	3374	Ces pauvres petits êtres tremblaient de tout leurs corps à l'aspect de Salviati, dont la figure noire et ridée, encadrée dans une perruque blanche, avait quelque chose des ministres du Tartare.	7	0.21875	0.057736720554273
330708	Nerciat_Felicia	715	ses bras blancs et dodus étaient sans gants, une simple jupe, courte et collante, caressait une croupe... des cuisses... de la plus séduisante proportion et laissait briller la jambe la mieux tournée.	7	0.21875	0.053968253968254
361905	Retif_Paysanne	1305	Je baise tes jolies joues de lis, et ta petite bouche de rose ; mais comme je suis encore absente, j'en charge Ursule.	5	0.217391304347826	0.034883720930233
458638	Sade_Infortunes	1211	elle avait de grands cheveux blonds cendrés flottant sur ses épaules en boucles naturelles, une bouche fraîche et vermeille, la tête noblement placée et quelque chose de si séduisant dans l'ensemble qu'il était impossible de la voir, sans se sentir involontairement entraînée vers elle.	10	0.217391304347826	0.067669172932331
426626	Rousseau_Julie	7274	son air, son habillement, son geste, son triste regard, frappent encore mes yeux: je crois sentir ses lèvres se presser sur ma main;	5	0.217391304347826	0.049079754601227
221681	Lesuire_Aventurier	3712	Permettez-moi d'aller à vos pieds, vous consoler, vous attendrir, obtenir mon pardon et votre main, ou bien mourir de regret, etc.	5	0.217391304347826	0.057894736842105
272454	Louvet_Fin	3630	ton amante, ton enfant, ta femme, la marquise aussi, te supplient de les épargner,… ton père et ta sœur embrassent tes genoux,	5	0.217391304347826	0.035714285714286
278620	Marmontel_Contes	550	SOLIMAN 2 C' est un plaisir de voir les graves historiens se creuser la tête, pour trouver de grandes causes aux grands événements.	5	0.217391304347826	0.032258064516129
255265	Loaisel_Comtesse	665	ses bras à demi-tendus, son front calme tourné vers les cieux, peignaient une résignation profonde, et la douce attente d'un trépas désiré.	5	0.217391304347826	0.145833333333333
39789	Beckford_Vathek	1318	on les revêtit de simarres plus blanches que l'albâtre; et leurs belles tresses, nouées ensemble furent parfumées des odeurs les plus exquises.	5	0.217391304347826	0.061601642710472
159412	Genlis_Chevaliers	7376	il reconnut sa taille, sa coiffure, ses longues tresses de cheveux blonds, son habit de la même forme et de la même couleur;	5	0.217391304347826	0.051554207733131
462900	Sade_Justine	3545	Et elle me fit voir ses pieds, son cou, le bas de son sein et plusieurs autres parties charnues également couvertes de cicatrices.	5	0.217391304347826	0.131578947368421
280773	Marmontel_Contes	2703	La volupté souriait sur ses lèvres, le désir brillait dans ses yeux, et toutes les fleurs du printempssemblaient éclore sur ses belles joues.	5	0.217391304347826	0.03252677508925
353626	Puget_Periphas	4409	Le maintien, le port, la démarche, le ton de la voix, le geste, l'action du corps, la décence dans tous ces mouvement;	5	0.217391304347826	0.04601226993865
387448	Riccoboni_LettresFanni	1795	Je suis à vos pieds, mon cher amant, les mains jointes les yeux baissés: non, je ne suis pas digne de vous regarder.	5	0.217391304347826	0.041407867494824
438567	Sade_120	797	""" Il faisait très froid, mon petit nez était plein de morve comme c'est assez l'usage des enfants, je voulus me moucher."	5	0.217391304347826	0.036728785959834
354686	Puttelange_Roi	694	portant grands yeux noirs en coulisse , bouche mignone, vermeille, taillée en cœur, poitrine en avant, croupe large, ferme et rebondie, et sautant les degrés quatre à quatre : laquelle brunette fesait voir, sous un bas de lin, bien fin, bien tiré, blanc conme neige, une jambe fine, dégagée, faite au tour, et laissait entrevoir, sous un fichu de gaze claire, arrangé avec une petite négligence coquette, deux charmant demi-globes d'albâtre, fermes, polis, arrondis par l'amour et faits pour réveiller l'appétit le plus malade, le plus récalcitrant au vif aiguillon du plaisir.	20	0.21505376344086	0.104
63089	Charriere_Femmes	574	trouva sa peau trop brune, ses cheveux trop rudes, son parler trop peu distinct;	3	0.214285714285714	0.080402010050251
233289	Lesuire_Aventurier	15320	D'un coup de poing il lui enfonça le crâne, le jeta roide mort.	3	0.214285714285714	0.087719298245614
234470	Lesuire_Aventurier	16501	Je rouvris nles yeux ente vos bras, vous m'ac“coidâtes les plus tendres soins.	3	0.214285714285714	0.05952380952381
53887	Berquin_Enfants	2365	LA PETITE BABILLARDE Léonor était une petite fille pleine d'esprit et de vivacité.	3	0.214285714285714	0.03302752293578
446690	Sade_Aline	4415	elles sont fraîches, et presque toutes ont de belles dents et de beaux yeux;	3	0.214285714285714	0.082706766917293
461651	Sade_Justine	2296	une femme grande, bien découplée, le plus beau visage du monde, de belles chairs.	3	0.214285714285714	0.157894736842105
74240	Cottin_Claire	507	et puis, quand avec un accent pénétrant vous avez prononcé mon nom : Pauvre Frédéric !	3	0.214285714285714	0.036144578313253
332557	Nerciat_Felicia	2564	», tendant en même temps les mains à sa sœur et au charmant chevalier.	3	0.214285714285714	0.066666666666667
251040	Loaisel_Ainsi	413	Quelle heureuse pensée occupe ton esprit, fait battre ton cœur et soulever ton sein?	3	0.214285714285714	0.031811894882434
332987	Nerciat_Felicia	2994	je le serrais contre mon sein, avec les démonstrations de la plus vive inquiétude.	3	0.214285714285714	0.042168674698795
459855	Sade_Justine	500	Ma poitrine et mon visage devinrent dans l'instant d'un rouge de pourpre...	3	0.214285714285714	0.094488188976378
335077	Nerciat_Felicia	5084	il me serra dans ses bras avec les expressions de la plus vive tendresse ;	3	0.214285714285714	0.04
254808	Loaisel_Comtesse	208	-la le consoler, lui adresser les paroles les plus tendres, couvrir de baisers, couvrir de pleurs, son sein qui palpite, ses mains qui s'entre'ouvrent, qui cherchent encore de douces étreintes, et ses cheveux blancs confusément épars sur son front abattu.	9	0.214285714285714	0.166666666666667
239365	Lesuire_Crime	4603	Je volerai dans tes bras, je ne négligerai rien pour te faire ta fortune.	3	0.214285714285714	0.040697674418605
58721	Cazotte_Diable	1737	Les yeux hébétés, la bouche béante, j'étais moins un homme qu'un automate.	3	0.214285714285714	0.068181818181818
342691	Prevost_Manon	3538	la bouche attachée sur le visage et sur les mains de ma chère Manon.	3	0.214285714285714	0.15
266494	Louvet_Annee	6964	""" il voulut me prendre au corps, je le saisis par le bras droit: """	3	0.214285714285714	0.034922133081642
400202	Rousseau_Emile	862	fournit une nourriture plus solide à l'enfant devenu plus fort pour la digérer.	3	0.214285714285714	0.032786885245902
463324	Sade_Justine	3969	entends si tu peux, sans t'émouvoir, les tristes accents du besoin, mais souviens	3	0.214285714285714	0.033898305084746
329331	Nerciat_Etourdi	1769	C'est une mince ressource aux yeux de l'amour, qu'un vieux parchemin.	3	0.214285714285714	0.111111111111111
622	Anonym_Suzon	348	Déjà sa chemise relevée jusques sur ses épaules, était attachée par quatre fortes épingles ;	3	0.214285714285714	0.050251256281407
497456	Voltaire_Princesse	166	« Bel oiseau, dit-il, allez porter aux pieds de Formosante ce faible hommage.	3	0.214285714285714	0.08411214953271
305747	Mirabeau_Conversion	1335	Un teint brillant, des yeux les plus beaux du monde et noirs comme geai ;	3	0.214285714285714	0.089041095890411
3459	Anonyme_Etourdi	1580	ses genoux fléchissent, enfin son sein palpite, tout son corps s'affaisse, elle tombe.	3	0.214285714285714	0.04
3648	Anonyme_Etourdi	1769	C'est une mince ressource aux yeux de l'amour, qu'un vieux parchemin.	3	0.214285714285714	0.111111111111111
305288	Mirabeau_Conversion	876	j'applique ma bouche sur le bouton de rose qui termine un joli globe ;	3	0.214285714285714	0.041884816753927
484879	Souza_Adele	514	Sa voix était si douce, que j'osai lever les yeux et la regarder: la sérénité de son visage, son sourire, me rendirent le calme et l'assurance.	6	0.214285714285714	0.049382716049383
300519	Mercier_Jezennemours	621	ses bras à demi-panchés semblaient ne devoir se relever que pour serrer un amant.	3	0.214285714285714	0.040444893832154
17909	Arnaud_Sentiment	2266	quelquefois seulement il lui échappait de ces gémissements étouffés, les accents du sombre désespoir.	3	0.214285714285714	0.035175879396985
308364	Mirabeau_Rideau	905	il couvrait de sa bouche ouverte et brûlante toutes les lèvres de mon con;	3	0.214285714285714	0.057471264367816
299009	Mercier_An	2889	Le jeune prince ému, attendri, le front couvert d'une modeste pudeur, n'ose lever les yeux sur cette grande assemblée dont les regards l'environnent le pressent.	6	0.214285714285714	0.046153846153846
295032	Merard_Bergeries	1280	Ta présence la faisait sourire, ou colorait ses joues du fard de la pudeur.	3	0.214285714285714	0.076086956521739
313644	Morelly_Naufrage	2798	un travail continuel pour le Chef qui dirige les Membres de ce grand Corps.	3	0.214285714285714	0.046511627906977
290269	Marmontel_Incas	3761	Il approche sa bouche de ces lèvres de rose, où la volupté lui sourit;	3	0.214285714285714	0.031167855801727
318845	Nerciat_Aphrodites	1421	une manière de cerise, fort étranglée dans son rétif prépuce, couronne ce bel objet	3	0.214285714285714	0.214285714285714
278723	Marmontel_Contes	653	Sa voix, plus flexible et plus tendre, ne fit plusentendre que des sons touchant.	3	0.214285714285714	0.032258064516129
26430	Arnaud_Sentiment	10787	sa taille souple et déliée n'empêchait point que sa démarche ne fût majestueuse;	3	0.214285714285714	0.060810810810811
466067	Sade_Philosophie	1160	Ah bouche délicieuse quelle chaleur elle vaut pour moi le plus joli des culs...	3	0.214285714285714	0.040723981900453
39342	Beckford_Vathek	871	Après avoir prononcé ces paroles, un calme céleste s'est emparé de nos âmes;	3	0.214285714285714	0.041751527494908
465328	Sade_Philosophie	421	Ta motte est charmante, Eugénie, que j'aime à baiser ce petit poil follet...	3	0.214285714285714	0.061068702290076
320451	Nerciat_Aphrodites	3027	On le porte chez lui: on le sèche, on lui panse un genou écorché.	3	0.214285714285714	0.070707070707071
464216	Sade_Justine	4861	des cheveux blonds, superbes, flottant sur tous ces charmes, les rendaient plus piquants encore ;	3	0.214285714285714	0.083056478405316
329142	Nerciat_Etourdi	1580	ses genoux fléchissent, enfin son sein palpite, tout son corps s'affaisse, elle tombe.	3	0.214285714285714	0.04
355190	Retif_AntiJustine	68	la belle Madeleine hocha du cul : « Darde ta langue dedans, cher petit ami !	3	0.214285714285714	0.06140350877193
